target,discovered,wrong letters,number of hits,lives remaining,game won
phyla,"['p', '_', 'y', '_', '_']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'o']",2,0,False
carbides,"['_', '_', 'r', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
intrude,"['_', 'n', 't', 'r', 'u', '_', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'p', 'o', 'm']",4,0,False
perfidies,"['p', '_', 'r', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'n']",3,0,False
nationalistic,"['n', '_', 't', '_', 'o', 'n', '_', '_', '_', 's', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'm']",6,0,False
business,"['_', 'u', 's', '_', '_', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o']",4,0,False
barmaids,"['_', '_', 'r', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
unabridgeds,"['u', 'n', '_', '_', 'r', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'o', 'm']",4,0,False
sniffle,"['s', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
emigration,"['_', 'm', '_', '_', 'r', '_', 't', '_', 'o', 'n']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'l']",5,0,False
intransitive,"['_', 'n', 't', 'r', '_', 'n', 's', '_', 't', '_', 'v', '_']","['z', 'y', 'x', 'w', 'u', 'q', 'p', 'o', 'm', 'l']",7,0,False
equators,"['_', 'q', 'u', '_', 't', 'o', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'p', 'n', 'm', 'l', 'k']",6,0,False
indict,"['_', '_', '_', '_', '_', 't']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
hydrology,"['_', 'y', '_', 'r', 'o', '_', 'o', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p', 'n']",5,0,False
zinnia,"['z', '_', '_', '_', '_', '_']","['y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
stoppage,"['s', 't', 'o', 'p', 'p', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'n', 'm']",5,0,False
upliftings,"['u', 'p', 'l', '_', '_', 't', '_', 'n', '_', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'o', 'm', 'k']",6,0,False
niceties,"['_', '_', '_', '_', 't', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
iffy,"['_', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
repayment,"['r', '_', 'p', '_', 'y', 'm', '_', 'n', 't']","['z', 'x', 'w', 'v', 'u', 's', 'q', 'o', 'l', 'k']",6,0,False
maundering,"['_', '_', 'u', '_', '_', '_', 'r', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'q', 'p', 'o']",2,0,False
pupils,"['p', 'u', 'p', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'o', 'n']",4,0,False
authentication,"['_', 'u', 't', '_', '_', 'n', 't', '_', '_', '_', 't', '_', 'o', 'n']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'm']",7,0,False
argue,"['_', 'r', '_', 'u', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'q', 'p', 'o']",2,0,False
idolater,"['_', '_', 'o', '_', '_', 't', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'n']",3,0,False
trueing,"['t', 'r', 'u', '_', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'p', 'o', 'm']",4,0,False
misconceiving,"['m', '_', 's', '_', 'o', 'n', '_', '_', '_', 'v', '_', 'n', '_']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'l']",6,0,False
godsends,"['_', '_', '_', 's', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",2,0,False
estimated,"['_', 's', 't', '_', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",3,0,False
serene,"['s', '_', 'r', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
hatred,"['_', '_', 't', 'r', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
photon,"['p', '_', 'o', 't', 'o', 'n']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'm']",5,0,False
abruptest,"['_', '_', 'r', 'u', 'p', 't', '_', 's', 't']","['z', 'y', 'x', 'w', 'v', 'q', 'o', 'n', 'm', 'l']",6,0,False
lampshade,"['_', '_', '_', 'p', 's', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",2,0,False
greyed,"['_', 'r', '_', 'y', '_', '_']","['z', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p', 'o']",2,0,False
fortieths,"['_', 'o', 'r', 't', '_', '_', 't', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'n', 'm']",5,0,False
alternated,"['_', '_', 't', '_', 'r', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",3,0,False
dispassionately,"['_', '_', 's', 'p', '_', 's', 's', '_', 'o', 'n', '_', 't', '_', 'l', 'y']","['z', 'x', 'w', 'v', 'u', 'r', 'q', 'm', 'k', 'j']",9,0,False
pried,"['p', 'r', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'o']",2,0,False
participators,"['p', '_', 'r', 't', '_', '_', '_', 'p', '_', 't', 'o', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'n', 'm', 'l']",8,0,False
prising,"['p', 'r', '_', 's', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'm']",4,0,False
deflectors,"['_', '_', '_', '_', '_', '_', 't', 'o', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'n', 'm']",4,0,False
intrusive,"['_', 'n', 't', 'r', 'u', 's', '_', 'v', '_']","['z', 'y', 'x', 'w', 'q', 'p', 'o', 'm', 'l', 'k']",6,0,False
lasers,"['_', '_', 's', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",3,0,False
authentication,"['_', 'u', 't', '_', '_', 'n', 't', '_', '_', '_', 't', '_', 'o', 'n']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'm']",7,0,False
marinaded,"['_', '_', 'r', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
reflects,"['r', '_', '_', '_', '_', '_', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",3,0,False
combatting,"['_', '_', '_', '_', '_', 't', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",2,0,False
switchbacks,"['s', 'w', '_', 't', '_', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'v', 'u', 'r', 'q', 'p', 'o', 'n']",4,0,False
ancestress,"['_', 'n', '_', '_', 's', 't', 'r', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'm']",6,0,False
concessionaires,"['_', 'o', 'n', '_', '_', 's', 's', '_', 'o', 'n', '_', '_', 'r', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'm']",8,0,False
dendrites,"['_', '_', 'n', '_', 'r', '_', 't', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'm']",4,0,False
nosing,"['_', '_', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
elision,"['_', '_', '_', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
duplex,"['_', 'u', 'p', '_', '_', 'x']","['z', 'y', 'w', 'v', 't', 's', 'r', 'q', 'o', 'n']",3,0,False
endways,"['_', 'n', '_', 'w', '_', 'y', 's']","['z', 'x', 'v', 'u', 't', 'r', 'q', 'p', 'o', 'm']",4,0,False
selvedge,"['s', '_', '_', 'v', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'o']",2,0,False
scatterbrained,"['s', '_', '_', 't', 't', '_', 'r', '_', 'r', '_', '_', 'n', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'm']",6,0,False
masques,"['_', '_', 's', 'q', 'u', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'p', 'o', 'n']",4,0,False
slimmest,"['s', '_', '_', '_', '_', '_', 's', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",3,0,False
logistic,"['_', 'o', '_', '_', 's', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",3,0,False
cockleshell,"['_', '_', '_', '_', '_', '_', 's', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
eventfully,"['_', 'v', '_', 'n', 't', '_', 'u', 'l', 'l', 'y']","['z', 'x', 'w', 's', 'r', 'q', 'p', 'o', 'm', 'k']",7,0,False
crispness,"['_', 'r', '_', 's', 'p', 'n', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'm']",6,0,False
proliferates,"['p', 'r', 'o', 'l', '_', '_', '_', 'r', '_', 't', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'n', 'm', 'k']",7,0,False
graduates,"['_', 'r', '_', '_', 'u', '_', 't', '_', 's']","['z', 'y', 'x', 'w', 'v', 'q', 'p', 'o', 'n', 'm']",4,0,False
accelerates,"['_', '_', '_', '_', '_', '_', 'r', '_', 't', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",3,0,False
disobliging,"['_', '_', 's', '_', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
dinkiest,"['_', '_', '_', '_', '_', '_', 's', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",2,0,False
housings,"['_', 'o', 'u', 's', '_', 'n', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'm']",5,0,False
polluted,"['p', 'o', '_', '_', 'u', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'n', 'm']",4,0,False
mart,"['_', '_', 'r', 't']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
submersed,"['s', 'u', '_', '_', '_', 'r', 's', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'o', 'n']",4,0,False
epoxied,"['_', 'p', 'o', 'x', '_', '_', '_']","['z', 'y', 'w', 'v', 'u', 't', 's', 'r', 'q', 'n']",3,0,False
multitudinous,"['m', 'u', 'l', 't', '_', 't', 'u', '_', '_', 'n', 'o', 'u', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'p', 'k', 'j']",10,0,False
claim,"['_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
extra,"['_', 'x', 't', 'r', '_']","['z', 'y', 'w', 'v', 'u', 's', 'q', 'p', 'o', 'n']",3,0,False
pennant,"['p', '_', '_', '_', '_', '_', 't']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'o']",2,0,False
fallibly,"['_', '_', '_', '_', '_', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
alligator,"['_', '_', '_', '_', '_', '_', 't', 'o', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'n']",3,0,False
abrupt,"['_', '_', 'r', 'u', 'p', 't']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'o', 'n', 'm']",4,0,False
blockbusters,"['_', 'l', 'o', '_', 'k', '_', 'u', 's', 't', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'q', 'p', 'n', 'm', 'j']",8,0,False
underground,"['u', 'n', '_', '_', 'r', '_', 'r', 'o', 'u', 'n', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'q', 'p', 'm']",7,0,False
appraiser,"['_', 'p', 'p', 'r', '_', '_', 's', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'n']",5,0,False
borderlines,"['_', 'o', 'r', '_', '_', 'r', '_', '_', 'n', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'm']",5,0,False
democratic,"['_', '_', '_', 'o', '_', 'r', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'n']",3,0,False
dear,"['_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
proclivity,"['p', 'r', 'o', '_', 'l', '_', 'v', '_', 't', 'y']","['z', 'x', 'w', 'u', 's', 'q', 'n', 'm', 'k', 'j']",7,0,False
mountebanks,"['m', 'o', 'u', 'n', 't', '_', '_', '_', 'n', 'k', 's']","['z', 'y', 'x', 'w', 'v', 'r', 'q', 'p', 'l', 'j']",8,0,False
obligingly,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
decipher,"['_', '_', '_', '_', 'p', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'o']",2,0,False
vogues,"['v', 'o', '_', 'u', '_', 's']","['z', 'y', 'x', 'w', 't', 'r', 'q', 'p', 'n', 'm']",4,0,False
drilling,"['_', 'r', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
airborne,"['_', '_', 'r', '_', '_', 'r', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",2,0,False
underling,"['u', '_', '_', '_', 'r', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'q', 'p', 'o']",2,0,False
driving,"['_', 'r', '_', 'v', '_', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 's', 'q', 'p', 'o']",2,0,False
obsolescent,"['o', '_', 's', 'o', '_', '_', 's', '_', '_', 'n', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'm']",6,0,False
saddling,"['s', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
handwork,"['_', '_', 'n', '_', 'w', 'o', 'r', '_']","['z', 'y', 'x', 'v', 'u', 't', 's', 'q', 'p', 'm']",4,0,False
inscribed,"['_', '_', 's', '_', 'r', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
ligatured,"['_', '_', '_', '_', 't', 'u', 'r', '_', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'p', 'o', 'n']",3,0,False
dolorous,"['_', 'o', '_', 'o', 'r', 'o', 'u', 's']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'n', 'm']",6,0,False
quackery,"['q', 'u', '_', '_', '_', '_', 'r', 'y']","['z', 'x', 'w', 'v', 't', 's', 'p', 'o', 'n', 'm']",4,0,False
cilium,"['_', '_', '_', '_', 'u', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'r', 'q', 'p']",1,0,False
gorillas,"['_', 'o', 'r', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'n']",3,0,False
elation,"['_', '_', '_', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
ravished,"['r', '_', 'v', '_', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 'q', 'p', 'o', 'n']",3,0,False
unprintable,"['u', 'n', 'p', 'r', '_', 'n', 't', '_', '_', 'l', '_']","['z', 'y', 'x', 'w', 'v', 's', 'q', 'o', 'm', 'k']",7,0,False
cation,"['_', '_', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",1,0,False
interactive,"['_', 'n', 't', '_', 'r', '_', '_', 't', '_', 'v', '_']","['z', 'y', 'x', 'w', 'u', 's', 'q', 'p', 'o', 'm']",5,0,False
nip,"['_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
orations,"['o', 'r', '_', 't', '_', 'o', 'n', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'm', 'l']",6,0,False
mockingly,"['_', '_', '_', '_', '_', '_', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
attack,"['_', 't', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'r', 'q', 'p']",2,0,False
presidential,"['p', 'r', '_', 's', '_', '_', '_', 'n', 't', '_', '_', 'l']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'o', 'm', 'k']",6,0,False
part,"['p', '_', 'r', 't']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'o', 'n']",3,0,False
palisades,"['p', '_', '_', '_', 's', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",3,0,False
swears,"['s', 'w', '_', '_', 'r', 's']","['z', 'y', 'x', 'v', 'u', 't', 'q', 'p', 'o', 'n']",4,0,False
confiscations,"['_', 'o', 'n', '_', '_', 's', '_', '_', 't', '_', 'o', 'n', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'm']",7,0,False
gouges,"['_', 'o', 'u', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'n']",3,0,False
fertile,"['_', '_', 'r', 't', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
grocers,"['_', 'r', 'o', '_', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'n']",4,0,False
blasters,"['_', '_', '_', 's', 't', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'n']",4,0,False
newsreel,"['n', '_', 'w', 's', 'r', '_', '_', '_']","['z', 'y', 'x', 'v', 'u', 't', 'q', 'p', 'o', 'm']",4,0,False
sentimentalist,"['s', '_', '_', 't', '_', '_', '_', '_', 't', '_', '_', '_', 's', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",5,0,False
villainies,"['v', '_', '_', '_', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'o']",2,0,False
missal,"['_', '_', 's', 's', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",2,0,False
disbarment,"['_', '_', 's', '_', '_', 'r', 'm', '_', 'n', 't']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'o', 'l']",5,0,False
solecism,"['s', '_', '_', '_', '_', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",2,0,False
embezzled,"['_', '_', '_', '_', 'z', 'z', '_', '_', '_']","['y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",2,0,False
davenport,"['_', '_', 'v', '_', 'n', 'p', 'o', 'r', 't']","['z', 'y', 'x', 'w', 'u', 's', 'q', 'm', 'l', 'k']",6,0,False
pod,"['_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
rice,"['r', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
graft,"['_', 'r', '_', '_', 't']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
handler,"['_', '_', '_', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'q', 'p']",1,0,False
amethysts,"['_', '_', '_', 't', '_', 'y', 's', 't', 's']","['z', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o', 'n']",5,0,False
flattery,"['_', '_', '_', 't', 't', '_', 'r', 'y']","['z', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o', 'n']",4,0,False
sexing,"['s', '_', 'x', '_', '_', '_']","['z', 'y', 'w', 'v', 'u', 't', 'r', 'q', 'p', 'o']",2,0,False
glutted,"['_', '_', 'u', 't', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'o']",3,0,False
alumni,"['_', '_', 'u', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'r', 'q', 'p']",1,0,False
edgy,"['_', '_', '_', 'y']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
swath,"['s', 'w', '_', 't', '_']","['z', 'y', 'x', 'v', 'u', 'r', 'q', 'p', 'o', 'n']",3,0,False
traded,"['t', 'r', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 's', 'q', 'p', 'o']",2,0,False
discussing,"['_', '_', 's', '_', 'u', 's', 's', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o']",4,0,False
doltish,"['_', 'o', '_', 't', '_', 's', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",3,0,False
underscore,"['u', 'n', '_', '_', 'r', 's', '_', 'o', 'r', '_']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'm', 'l']",6,0,False
galvanise,"['_', '_', '_', 'v', '_', '_', '_', 's', '_']","['z', 'y', 'x', 'w', 'u', 't', 'r', 'q', 'p', 'o']",2,0,False
maneuver,"['m', '_', 'n', '_', 'u', 'v', '_', 'r']","['z', 'y', 'x', 'w', 't', 's', 'q', 'p', 'o', 'l']",5,0,False
lapels,"['_', '_', 'p', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",2,0,False
quadriceps,"['q', 'u', '_', '_', 'r', '_', '_', '_', 'p', 's']","['z', 'y', 'x', 'w', 'v', 't', 'o', 'n', 'm', 'l']",5,0,False
incommunicado,"['_', '_', '_', '_', '_', '_', 'u', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'r', 'q', 'p']",1,0,False
obsoleted,"['o', '_', 's', 'o', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'n']",4,0,False
sapsucker,"['s', '_', 'p', 's', 'u', '_', '_', '_', 'r']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'o', 'n', 'm']",5,0,False
sheaf,"['s', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
gravitate,"['_', 'r', '_', 'v', '_', 't', '_', 't', '_']","['z', 'y', 'x', 'w', 'u', 's', 'q', 'p', 'o', 'n']",4,0,False
reinvest,"['r', '_', '_', 'n', 'v', '_', 's', 't']","['z', 'y', 'x', 'w', 'u', 'q', 'p', 'o', 'm', 'l']",5,0,False
scalpers,"['s', '_', '_', '_', 'p', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'o', 'n']",4,0,False
pencils,"['p', '_', '_', '_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'o']",2,0,False
ladybugs,"['_', '_', '_', 'y', '_', 'u', '_', 's']","['z', 'x', 'w', 'v', 't', 'r', 'q', 'p', 'o', 'n']",3,0,False
roughneck,"['r', 'o', 'u', '_', '_', 'n', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'q', 'p', 'm']",4,0,False
bishop,"['_', '_', 's', '_', 'o', 'p']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'n']",3,0,False
unopposed,"['u', 'n', 'o', 'p', 'p', 'o', 's', '_', '_']","['z', 'y', 'x', 'w', 'v', 't', 'r', 'q', 'm', 'l']",7,0,False
provoked,"['p', 'r', 'o', 'v', 'o', '_', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 's', 'q', 'n', 'm']",5,0,False
palming,"['_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q']",0,0,False
verisimilitude,"['v', '_', 'r', '_', 's', '_', 'm', '_', 'l', '_', 't', 'u', '_', '_']","['z', 'y', 'x', 'w', 'q', 'p', 'o', 'n', 'k', 'j']",7,0,False
marshalling,"['_', '_', 'r', 's', '_', '_', '_', '_', '_', '_', '_']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",2,0,False
calculated,"['_', '_', '_', '_', 'u', '_', '_', 't', '_', '_']","['z', 'y', 'x', 'w', 'v', 's', 'r', 'q', 'p', 'o']",2,0,False
egis,"['_', '_', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p']",1,0,False
memorialises,"['_', '_', '_', 'o', 'r', '_', '_', '_', '_', 's', '_', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'n']",4,0,False
bandying,"['_', '_', '_', '_', 'y', '_', '_', '_']","['z', 'x', 'w', 'v', 'u', 't', 's', 'r', 'q', 'p']",1,0,False
fonts,"['_', 'o', 'n', 't', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'm']",4,0,False
selectors,"['s', '_', '_', '_', '_', 't', 'o', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'q', 'p', 'n', 'm']",5,0,False
larders,"['_', '_', 'r', '_', '_', 'r', 's']","['z', 'y', 'x', 'w', 'v', 'u', 't', 'q', 'p', 'o']",3,0,False
obeys,"['o', '_', '_', 'y', 's']","['z', 'x', 'w', 'v', 'u', 't', 'r', 'q', 'p', 'n']",3,0,False
aquamarine,"['_', 'q', 'u', '_', 'm', '_', 'r', '_', 'n', '_']","['z', 'y', 'x', 'w', 'v', 't', 's', 'p', 'o', 'l']",5,0,False
rhubarbs,"['r', '_', 'u', '_', '_', 'r', '_', 's']","['z', 'y', 'x', 'w', 'v', 't', 'q', 'p', 'o', 'n']",4,0,False
overcome,"['o', 'v', '_', 'r', '_', 'o', '_', '_']","['z', 'y', 'x', 'w', 'u', 't', 's', 'q', 'p', 'n']",4,0,False
testiness,"['t', '_', 's', 't', '_', '_', '_', 's', 's']","['z', 'y', 'x', 'w', 'v', 'u', 'r', 'q', 'p', 'o']",5,0,False
