target,discovered,wrong letters,number of hits,lives remaining,game won
illegals,"['i', 'l', 'l', 'e', '_', 'a', 'l', 's']","['t', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",7,0,False
lifesaver,"['l', 'i', '_', 'e', 's', 'a', '_', 'e', 'r']","['t', 'o', 'h', 'n', 'd', 'u', 'm', 'w', 'c', 'y']",7,0,False
utilitarian,"['u', 't', 'i', 'l', 'i', 't', 'a', 'r', 'i', 'a', 'n']","['e', 'o', 'h', 's', 'd']",11,5,True
banishing,"['_', 'a', 'n', 'i', 's', 'h', 'i', 'n', '_']","['e', 't', 'o', 'r', 'd', 'l', 'u', 'm', 'w', 'c']",7,0,False
telecommuted,"['t', 'e', 'l', 'e', 'c', 'o', 'm', 'm', 'u', 't', 'e', 'd']","['a', 'i', 'h', 'n', 's', 'r', 'w']",12,3,True
chants,"['c', 'h', 'a', 'n', 't', 's']","['e', 'o', 'i', 'r', 'd', 'l', 'u', 'm', 'w']",6,1,True
mortals,"['m', 'o', 'r', 't', 'a', 'l', 's']","['e', 'i', 'h', 'n', 'd', 'u']",7,4,True
floorboard,"['_', 'l', 'o', 'o', 'r', '_', 'o', 'a', 'r', 'd']","['e', 't', 'i', 'h', 'n', 's', 'u', 'm', 'w', 'c']",8,0,False
marigolds,"['m', 'a', 'r', 'i', 'g', 'o', 'l', 'd', 's']","['e', 't', 'h', 'n', 'u', 'w', 'c', 'y', 'f']",9,1,True
savageries,"['s', 'a', '_', 'a', '_', 'e', 'r', 'i', 'e', 's']","['t', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'c']",8,0,False
appealing,"['a', '_', '_', 'e', 'a', 'l', 'i', 'n', '_']","['t', 'o', 'h', 's', 'r', 'd', 'u', 'm', 'w', 'c']",6,0,False
editor,"['e', 'd', 'i', 't', 'o', 'r']","['a', 'h', 'n', 's']",6,6,True
shtick,"['s', 'h', 't', 'i', '_', '_']","['e', 'a', 'o', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
rollick,"['r', 'o', 'l', 'l', 'i', '_', '_']","['e', 't', 'a', 'h', 'n', 's', 'd', 'u', 'm', 'w']",5,0,False
dissects,"['d', 'i', 's', 's', 'e', 'c', 't', 's']","['a', 'o', 'h', 'n', 'r', 'l', 'u', 'm', 'w']",8,1,True
kidnapers,"['_', 'i', 'd', 'n', 'a', '_', 'e', 'r', 's']","['t', 'o', 'h', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",7,0,False
catalyse,"['c', 'a', 't', 'a', 'l', 'y', 's', 'e']","['o', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w']",8,1,True
lavish,"['l', 'a', '_', 'i', 's', 'h']","['e', 't', 'o', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",5,0,False
easily,"['e', 'a', 's', 'i', 'l', '_']","['t', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",5,0,False
enslaving,"['e', 'n', 's', 'l', 'a', '_', 'i', 'n', '_']","['t', 'o', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",7,0,False
supremacist,"['s', 'u', 'p', 'r', 'e', 'm', 'a', 'c', 'i', 's', 't']","['o', 'h', 'n', 'd', 'l', 'w', 'y', 'f', 'g']",11,1,True
temperamental,"['t', 'e', 'm', '_', 'e', 'r', 'a', 'm', 'e', 'n', 't', 'a', 'l']","['o', 'i', 'h', 's', 'd', 'u', 'w', 'c', 'y', 'f']",12,0,False
footballs,"['_', 'o', 'o', 't', '_', 'a', 'l', 'l', 's']","['e', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",7,0,False
boxes,"['_', 'o', '_', 'e', 's']","['t', 'a', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm']",3,0,False
ventral,"['_', 'e', 'n', 't', 'r', 'a', 'l']","['o', 'i', 'h', 's', 'd', 'u', 'm', 'w', 'c', 'y']",6,0,False
downstate,"['d', 'o', 'w', 'n', 's', 't', 'a', 't', 'e']","['i', 'h', 'r', 'l', 'u', 'm']",9,4,True
shoreline,"['s', 'h', 'o', 'r', 'e', 'l', 'i', 'n', 'e']","['t', 'a', 'd']",9,7,True
initiate,"['i', 'n', 'i', 't', 'i', 'a', 't', 'e']","['o', 'h']",8,8,True
steadier,"['s', 't', 'e', 'a', 'd', 'i', 'e', 'r']","['o', 'h', 'n']",8,7,True
skiers,"['s', '_', 'i', 'e', 'r', 's']","['t', 'a', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",5,0,False
huffs,"['h', 'u', '_', '_', 's']","['e', 't', 'a', 'o', 'i', 'n', 'r', 'd', 'l', 'm']",3,0,False
proportioning,"['_', 'r', 'o', '_', 'o', 'r', 't', 'i', 'o', 'n', 'i', 'n', '_']","['e', 'a', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'c']",10,0,False
panellings,"['_', 'a', 'n', 'e', 'l', 'l', 'i', 'n', '_', 's']","['t', 'o', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",8,0,False
antechambers,"['a', 'n', 't', 'e', 'c', 'h', 'a', 'm', '_', 'e', 'r', 's']","['o', 'i', 'd', 'l', 'u', 'w', 'y', 'f', 'g', 'p']",11,0,False
violations,"['_', 'i', 'o', 'l', 'a', 't', 'i', 'o', 'n', 's']","['e', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
pompons,"['_', 'o', 'm', '_', 'o', 'n', 's']","['e', 't', 'a', 'i', 'h', 'r', 'd', 'l', 'u', 'w']",5,0,False
hallelujah,"['h', 'a', 'l', 'l', 'e', 'l', 'u', '_', 'a', 'h']","['t', 'o', 'i', 'n', 's', 'r', 'd', 'm', 'w', 'c']",9,0,False
purified,"['_', 'u', 'r', 'i', '_', 'i', 'e', 'd']","['t', 'a', 'o', 'h', 'n', 's', 'l', 'm', 'w', 'c']",6,0,False
orphaning,"['o', 'r', '_', 'h', 'a', 'n', 'i', 'n', '_']","['e', 't', 's', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
pickaxed,"['_', 'i', '_', '_', 'a', '_', 'e', 'd']","['t', 'o', 'h', 'n', 's', 'r', 'l', 'u', 'm', 'w']",4,0,False
kernels,"['_', 'e', 'r', 'n', 'e', 'l', 's']","['t', 'a', 'o', 'i', 'h', 'd', 'u', 'm', 'w', 'c']",6,0,False
designates,"['d', 'e', 's', 'i', '_', 'n', 'a', 't', 'e', 's']","['o', 'h', 'r', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
proclaimed,"['p', 'r', 'o', 'c', 'l', 'a', 'i', 'm', 'e', 'd']","['t', 'h', 'n', 's', 'u', 'w', 'y', 'f', 'g']",10,1,True
spokes,"['s', '_', 'o', '_', 'e', 's']","['t', 'a', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm']",4,0,False
thrummed,"['t', 'h', 'r', 'u', 'm', 'm', 'e', 'd']","['a', 'o', 'i', 'n', 's', 'l']",8,4,True
keys,"['_', 'e', '_', 's']","['t', 'a', 'o', 'i', 'h', 'n', 'r', 'd', 'l', 'u']",2,0,False
unintelligible,"['u', 'n', 'i', 'n', 't', 'e', 'l', 'l', 'i', '_', 'i', '_', 'l', 'e']","['a', 'o', 'h', 's', 'r', 'd', 'm', 'w', 'c', 'y']",12,0,False
crick,"['_', 'r', 'i', '_', '_']","['e', 't', 'a', 'o', 'h', 'n', 's', 'd', 'l', 'u']",2,0,False
outline,"['o', 'u', 't', 'l', 'i', 'n', 'e']","['a', 'h', 's', 'r', 'd']",7,5,True
wombat,"['w', 'o', 'm', '_', 'a', 't']","['e', 'i', 'h', 'n', 's', 'r', 'd', 'l', 'u', 'c']",5,0,False
discontent,"['d', 'i', 's', 'c', 'o', 'n', 't', 'e', 'n', 't']","['a', 'h', 'r', 'l', 'u', 'm', 'w']",10,3,True
fillings,"['_', 'i', 'l', 'l', 'i', 'n', '_', 's']","['e', 't', 'a', 'o', 'h', 'r', 'd', 'u', 'm', 'w']",6,0,False
squares,"['s', '_', 'u', 'a', 'r', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'd', 'l', 'm', 'w', 'c']",6,0,False
barbershop,"['_', 'a', 'r', '_', 'e', 'r', 's', 'h', 'o', '_']","['t', 'i', 'n', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
unconsciously,"['u', 'n', 'c', 'o', 'n', 's', 'c', 'i', 'o', 'u', 's', 'l', 'y']","['e', 't', 'a', 'h', 'r', 'd', 'm', 'w']",13,2,True
syntax,"['s', '_', 'n', 't', 'a', '_']","['e', 'o', 'i', 'h', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
liquefy,"['l', 'i', '_', 'u', 'e', '_', '_']","['t', 'a', 'o', 'h', 'n', 's', 'r', 'd', 'm', 'w']",4,0,False
bassinet,"['_', 'a', 's', 's', 'i', 'n', 'e', 't']","['o', 'h', 'r', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
stigmata,"['s', 't', 'i', '_', 'm', 'a', 't', 'a']","['e', 'o', 'h', 'n', 'r', 'd', 'l', 'u', 'w', 'c']",7,0,False
presuming,"['_', 'r', 'e', 's', 'u', 'm', 'i', 'n', '_']","['t', 'a', 'o', 'h', 'd', 'l', 'w', 'c', 'y', 'f']",7,0,False
reveal,"['r', 'e', '_', 'e', 'a', 'l']","['t', 'o', 'i', 'h', 'n', 's', 'd', 'u', 'm', 'w']",5,0,False
behavior,"['_', 'e', 'h', 'a', '_', 'i', 'o', 'r']","['t', 'n', 's', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",6,0,False
memoir,"['m', 'e', 'm', 'o', 'i', 'r']","['t', 'a', 'h', 'n', 's', 'd', 'l', 'u']",6,2,True
subjected,"['s', 'u', '_', '_', 'e', 'c', 't', 'e', 'd']","['a', 'o', 'i', 'h', 'n', 'r', 'l', 'm', 'w', 'y']",7,0,False
irresponsible,"['i', 'r', 'r', 'e', 's', '_', 'o', 'n', 's', 'i', '_', 'l', 'e']","['t', 'a', 'h', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",11,0,False
jived,"['_', 'i', '_', 'e', 'd']","['t', 'a', 'o', 'h', 'n', 's', 'r', 'l', 'u', 'm']",3,0,False
potluck,"['_', 'o', 't', 'l', 'u', '_', '_']","['e', 'a', 'i', 'h', 'n', 's', 'r', 'd', 'm', 'w']",4,0,False
cottonmouths,"['c', 'o', 't', 't', 'o', 'n', 'm', 'o', 'u', 't', 'h', 's']","['e', 'a', 'i', 'r', 'd', 'l', 'w']",12,3,True
fleeing,"['_', 'l', 'e', 'e', 'i', 'n', '_']","['t', 'a', 'o', 'h', 's', 'r', 'd', 'u', 'm', 'w']",5,0,False
pip,"['_', 'i', '_']","['e', 't', 'a', 'o', 'h', 'n', 's', 'r', 'd', 'l']",1,0,False
recycle,"['r', 'e', '_', '_', '_', 'l', 'e']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'd', 'u', 'm']",4,0,False
reliably,"['r', 'e', 'l', 'i', 'a', '_', 'l', '_']","['t', 'o', 'h', 'n', 's', 'd', 'u', 'm', 'w', 'c']",6,0,False
manners,"['m', 'a', 'n', 'n', 'e', 'r', 's']","['t', 'o', 'i', 'h', 'd', 'l', 'u']",7,3,True
paramecium,"['_', 'a', 'r', 'a', 'm', 'e', 'c', 'i', 'u', 'm']","['t', 'o', 'h', 'n', 's', 'd', 'l', 'w', 'y', 'f']",9,0,False
circumcisions,"['c', 'i', 'r', 'c', 'u', 'm', 'c', 'i', 's', 'i', 'o', 'n', 's']","['e', 't', 'a', 'h', 'd', 'l', 'w']",13,3,True
animators,"['a', 'n', 'i', 'm', 'a', 't', 'o', 'r', 's']","['e', 'h', 'd', 'l', 'u']",9,5,True
envies,"['e', 'n', '_', 'i', 'e', 's']","['t', 'a', 'o', 'h', 'r', 'd', 'l', 'u', 'm', 'w']",5,0,False
helps,"['h', 'e', 'l', '_', 's']","['t', 'a', 'o', 'i', 'n', 'r', 'd', 'u', 'm', 'w']",4,0,False
toastmasters,"['t', 'o', 'a', 's', 't', 'm', 'a', 's', 't', 'e', 'r', 's']","['i', 'h', 'n', 'd', 'l', 'u']",12,4,True
espouses,"['e', 's', '_', 'o', 'u', 's', 'e', 's']","['t', 'a', 'i', 'h', 'n', 'r', 'd', 'l', 'm', 'w']",7,0,False
crowbars,"['c', 'r', 'o', 'w', '_', 'a', 'r', 's']","['e', 't', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'y']",7,0,False
alienates,"['a', 'l', 'i', 'e', 'n', 'a', 't', 'e', 's']","['o', 'h', 'r', 'd']",9,6,True
carsickness,"['c', 'a', 'r', 's', 'i', 'c', '_', 'n', 'e', 's', 's']","['t', 'o', 'h', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",10,0,False
pulsate,"['_', 'u', 'l', 's', 'a', 't', 'e']","['o', 'i', 'h', 'n', 'r', 'd', 'm', 'w', 'c', 'y']",6,0,False
weightless,"['w', 'e', 'i', '_', 'h', 't', 'l', 'e', 's', 's']","['a', 'o', 'n', 'r', 'd', 'u', 'm', 'c', 'y', 'f']",9,0,False
protestors,"['_', 'r', 'o', 't', 'e', 's', 't', 'o', 'r', 's']","['a', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'c']",9,0,False
jello,"['_', 'e', 'l', 'l', 'o']","['t', 'a', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'm']",4,0,False
hunch,"['h', 'u', 'n', '_', 'h']","['e', 't', 'a', 'o', 'i', 's', 'r', 'd', 'l', 'm']",4,0,False
loosened,"['l', 'o', 'o', 's', 'e', 'n', 'e', 'd']","['t', 'a', 'i', 'h', 'r']",8,5,True
stayed,"['s', 't', 'a', '_', 'e', 'd']","['o', 'i', 'h', 'n', 'r', 'l', 'u', 'm', 'w', 'c']",5,0,False
lifts,"['l', 'i', '_', 't', 's']","['e', 'a', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w']",4,0,False
mutates,"['m', 'u', 't', 'a', 't', 'e', 's']","['o', 'i', 'h', 'n', 'r', 'd', 'l']",7,3,True
lengthens,"['l', 'e', 'n', '_', 't', 'h', 'e', 'n', 's']","['a', 'o', 'i', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",8,0,False
smirching,"['s', 'm', 'i', 'r', 'c', 'h', 'i', 'n', '_']","['e', 't', 'a', 'o', 'd', 'l', 'u', 'w', 'y', 'f']",8,0,False
zoomed,"['_', 'o', 'o', 'm', 'e', 'd']","['t', 'a', 'i', 'h', 'n', 's', 'r', 'l', 'u', 'w']",5,0,False
contuses,"['c', 'o', 'n', 't', 'u', 's', 'e', 's']","['a', 'i', 'h', 'r', 'd', 'l', 'm', 'w']",8,2,True
stylise,"['s', 't', '_', 'l', 'i', 's', 'e']","['a', 'o', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",6,0,False
crunched,"['c', 'r', 'u', 'n', 'c', 'h', 'e', 'd']","['t', 'a', 'o', 'i', 's', 'l', 'm', 'w']",8,2,True
ported,"['_', 'o', 'r', 't', 'e', 'd']","['a', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w', 'c']",5,0,False
award,"['a', '_', 'a', 'r', 'd']","['e', 't', 'o', 'i', 'h', 'n', 's', 'l', 'u', 'm']",4,0,False
dulls,"['d', 'u', 'l', 'l', 's']","['e', 't', 'a', 'o', 'i', 'h', 'n', 'r']",5,2,True
fugues,"['_', 'u', '_', 'u', 'e', 's']","['t', 'a', 'o', 'i', 'h', 'n', 'r', 'd', 'l', 'm']",4,0,False
consumes,"['c', 'o', 'n', 's', 'u', 'm', 'e', 's']","['t', 'a', 'i', 'h', 'r', 'd', 'l', 'w']",8,2,True
intrude,"['i', 'n', 't', 'r', 'u', 'd', 'e']","['a', 'o', 'h', 's', 'l']",7,5,True
imponderable,"['i', 'm', 'p', 'o', 'n', 'd', 'e', 'r', 'a', 'b', 'l', 'e']","['t', 'h', 's', 'u', 'w', 'c', 'y', 'f', 'g']",12,1,True
bestrode,"['_', 'e', 's', 't', 'r', 'o', 'd', 'e']","['a', 'i', 'h', 'n', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
define,"['d', 'e', '_', 'i', 'n', 'e']","['t', 'a', 'o', 'h', 's', 'r', 'l', 'u', 'm', 'w']",5,0,False
shareholder,"['s', 'h', 'a', 'r', 'e', 'h', 'o', 'l', 'd', 'e', 'r']","['t', 'i', 'n']",11,7,True
snip,"['s', 'n', 'i', '_']","['e', 't', 'a', 'o', 'h', 'r', 'd', 'l', 'u', 'm']",3,0,False
negotiated,"['n', 'e', '_', 'o', 't', 'i', 'a', 't', 'e', 'd']","['h', 's', 'r', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
vacationer,"['_', 'a', 'c', 'a', 't', 'i', 'o', 'n', 'e', 'r']","['h', 's', 'd', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",9,0,False
sottish,"['s', 'o', 't', 't', 'i', 's', 'h']","['e', 'a', 'n']",7,7,True
squalls,"['s', '_', 'u', 'a', 'l', 'l', 's']","['e', 't', 'o', 'i', 'h', 'n', 'r', 'd', 'm', 'w']",6,0,False
obligating,"['o', '_', 'l', 'i', '_', 'a', 't', 'i', 'n', '_']","['e', 'h', 's', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",7,0,False
theosophy,"['t', 'h', 'e', 'o', 's', 'o', '_', 'h', '_']","['a', 'i', 'n', 'r', 'd', 'l', 'u', 'm', 'w', 'c']",7,0,False
tithes,"['t', 'i', 't', 'h', 'e', 's']","['a', 'o', 'n']",6,7,True
alfresco,"['a', 'l', 'f', 'r', 'e', 's', 'c', 'o']","['t', 'i', 'h', 'n', 'd', 'u', 'm', 'w', 'y']",8,1,True
enormity,"['e', 'n', 'o', 'r', 'm', 'i', 't', 'y']","['a', 'h', 's', 'd', 'l', 'u', 'w', 'c']",8,2,True
posthumous,"['_', 'o', 's', 't', 'h', 'u', 'm', 'o', 'u', 's']","['e', 'a', 'i', 'n', 'r', 'd', 'l', 'w', 'c', 'y']",9,0,False
meeting,"['m', 'e', 'e', 't', 'i', 'n', '_']","['a', 'o', 'h', 's', 'r', 'd', 'l', 'u', 'w', 'c']",6,0,False
galvanised,"['_', 'a', 'l', '_', 'a', 'n', 'i', 's', 'e', 'd']","['t', 'o', 'h', 'r', 'u', 'm', 'w', 'c', 'y', 'f']",8,0,False
rugs,"['r', 'u', '_', 's']","['e', 't', 'a', 'o', 'i', 'h', 'n', 'd', 'l', 'm']",3,0,False
balling,"['_', 'a', 'l', 'l', 'i', 'n', '_']","['e', 't', 'o', 'h', 's', 'r', 'd', 'u', 'm', 'w']",5,0,False
horsehide,"['h', 'o', 'r', 's', 'e', 'h', 'i', 'd', 'e']","['t', 'a', 'n']",9,7,True
verbally,"['_', 'e', 'r', '_', 'a', 'l', 'l', '_']","['t', 'o', 'i', 'h', 'n', 's', 'd', 'u', 'm', 'w']",5,0,False
chanter,"['c', 'h', 'a', 'n', 't', 'e', 'r']","['o', 'i', 's', 'd', 'l', 'u', 'm', 'w']",7,2,True
unbearably,"['u', 'n', '_', 'e', 'a', 'r', 'a', '_', 'l', 'y']","['t', 'o', 'i', 'h', 's', 'd', 'm', 'w', 'c', 'f']",8,0,False
vagueness,"['_', 'a', '_', 'u', 'e', 'n', 'e', 's', 's']","['t', 'o', 'i', 'h', 'r', 'd', 'l', 'm', 'w', 'c']",7,0,False
rosettes,"['r', 'o', 's', 'e', 't', 't', 'e', 's']","['a', 'i', 'h', 'n']",8,6,True
squalider,"['s', '_', 'u', 'a', 'l', 'i', 'd', 'e', 'r']","['t', 'o', 'h', 'n', 'm', 'w', 'c', 'y', 'f', 'g']",8,0,False
rhizome,"['r', 'h', 'i', '_', 'o', 'm', 'e']","['t', 'a', 'n', 's', 'd', 'l', 'u', 'w', 'c', 'y']",6,0,False
deadpan,"['d', 'e', 'a', 'd', '_', 'a', 'n']","['t', 'o', 'i', 'h', 's', 'r', 'l', 'u', 'm', 'w']",6,0,False
chairperson,"['c', 'h', 'a', 'i', 'r', 'p', 'e', 'r', 's', 'o', 'n']","['t', 'd', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",11,1,True
convokes,"['_', 'o', 'n', '_', 'o', '_', 'e', 's']","['t', 'a', 'i', 'h', 'r', 'd', 'l', 'u', 'm', 'w']",5,0,False
sleepwalker,"['s', 'l', 'e', 'e', '_', 'w', 'a', 'l', '_', 'e', 'r']","['t', 'o', 'i', 'h', 'n', 'd', 'u', 'm', 'c', 'y']",9,0,False
lulling,"['l', 'u', 'l', 'l', 'i', 'n', '_']","['e', 't', 'a', 'o', 'h', 's', 'r', 'd', 'm', 'w']",6,0,False
inferiors,"['i', 'n', '_', 'e', 'r', 'i', 'o', 'r', 's']","['t', 'a', 'h', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
umpire,"['u', 'm', '_', 'i', 'r', 'e']","['t', 'a', 'o', 'h', 'n', 's', 'd', 'l', 'w', 'c']",5,0,False
sickbeds,"['s', 'i', '_', '_', '_', 'e', 'd', 's']","['t', 'a', 'o', 'h', 'n', 'r', 'l', 'u', 'm', 'w']",5,0,False
outrank,"['o', 'u', 't', 'r', 'a', 'n', '_']","['e', 'i', 'h', 's', 'd', 'l', 'm', 'w', 'c', 'y']",6,0,False
familial,"['_', 'a', 'm', 'i', 'l', 'i', 'a', 'l']","['e', 't', 'o', 'h', 'n', 's', 'r', 'd', 'u', 'w']",7,0,False
sunblocks,"['s', 'u', 'n', '_', 'l', 'o', 'c', '_', 's']","['e', 't', 'a', 'i', 'h', 'r', 'd', 'm', 'w', 'y']",7,0,False
rummages,"['r', 'u', 'm', 'm', 'a', '_', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'd', 'l', 'w', 'c', 'y']",7,0,False
punctual,"['_', 'u', 'n', 'c', 't', 'u', 'a', 'l']","['e', 'o', 'i', 'h', 's', 'r', 'd', 'm', 'w', 'y']",7,0,False
postdoc,"['_', 'o', 's', 't', 'd', 'o', '_']","['e', 'a', 'i', 'h', 'n', 'r', 'l', 'u', 'm', 'w']",5,0,False
misfires,"['m', 'i', 's', '_', 'i', 'r', 'e', 's']","['t', 'a', 'o', 'h', 'n', 'd', 'l', 'u', 'w', 'c']",7,0,False
shortsighted,"['s', 'h', 'o', 'r', 't', 's', 'i', 'g', 'h', 't', 'e', 'd']","['a', 'n', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",12,1,True
phonetic,"['_', 'h', 'o', 'n', 'e', 't', 'i', 'c']","['a', 's', 'r', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",7,0,False
skyrockets,"['s', '_', 'y', 'r', 'o', 'c', '_', 'e', 't', 's']","['a', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'f']",8,0,False
psychically,"['_', 's', 'y', 'c', 'h', 'i', 'c', 'a', 'l', 'l', 'y']","['e', 't', 'o', 'n', 'r', 'd', 'u', 'm', 'w', 'f']",10,0,False
insatiable,"['i', 'n', 's', 'a', 't', 'i', 'a', '_', 'l', 'e']","['o', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
drummer,"['d', 'r', 'u', 'm', 'm', 'e', 'r']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'l']",7,2,True
czarinas,"['c', '_', 'a', 'r', 'i', 'n', 'a', 's']","['e', 't', 'o', 'h', 'd', 'l', 'u', 'm', 'w', 'y']",7,0,False
catapults,"['c', 'a', 't', 'a', '_', 'u', 'l', 't', 's']","['e', 'o', 'i', 'h', 'n', 'r', 'd', 'm', 'w', 'y']",8,0,False
hallmarked,"['h', 'a', 'l', 'l', 'm', 'a', 'r', '_', 'e', 'd']","['t', 'o', 'i', 'n', 's', 'u', 'w', 'c', 'y', 'f']",9,0,False
pantomimed,"['_', 'a', 'n', 't', 'o', 'm', 'i', 'm', 'e', 'd']","['h', 's', 'r', 'l', 'u', 'w', 'c', 'y', 'f', 'g']",9,0,False
subjugated,"['s', 'u', '_', '_', 'u', '_', 'a', 't', 'e', 'd']","['o', 'i', 'h', 'n', 'r', 'l', 'm', 'w', 'c', 'y']",7,0,False
ionizers,"['i', 'o', 'n', 'i', '_', 'e', 'r', 's']","['t', 'a', 'h', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
honoring,"['h', 'o', 'n', 'o', 'r', 'i', 'n', '_']","['e', 't', 'a', 's', 'd', 'l', 'u', 'm', 'w', 'c']",7,0,False
sagacity,"['s', 'a', '_', 'a', '_', 'i', 't', '_']","['e', 'o', 'h', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",5,0,False
desegregation,"['d', 'e', 's', 'e', 'g', 'r', 'e', 'g', 'a', 't', 'i', 'o', 'n']","['h', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",13,2,True
spring,"['s', '_', 'r', 'i', 'n', '_']","['e', 't', 'a', 'o', 'h', 'd', 'l', 'u', 'm', 'w']",4,0,False
flintlock,"['_', 'l', 'i', 'n', 't', 'l', 'o', 'c', '_']","['e', 'a', 'h', 's', 'r', 'd', 'u', 'm', 'w', 'y']",7,0,False
bravely,"['_', 'r', 'a', '_', 'e', 'l', '_']","['t', 'o', 'i', 'h', 'n', 's', 'd', 'u', 'm', 'w']",4,0,False
ordeal,"['o', 'r', 'd', 'e', 'a', 'l']","['t', 'i', 'h', 'n', 's']",6,5,True
whatchamacallit,"['w', 'h', 'a', 't', 'c', 'h', 'a', 'm', 'a', 'c', 'a', 'l', 'l', 'i', 't']","['e', 'o', 'n', 's', 'r', 'd', 'u']",15,3,True
arachnid,"['a', 'r', 'a', 'c', 'h', 'n', 'i', 'd']","['e', 't', 'o', 's', 'l', 'u', 'm', 'w']",8,2,True
impetuously,"['i', 'm', 'p', 'e', 't', 'u', 'o', 'u', 's', 'l', 'y']","['a', 'h', 'n', 'r', 'd', 'w', 'c', 'f', 'g']",11,1,True
drachmae,"['d', 'r', 'a', 'c', 'h', 'm', 'a', 'e']","['t', 'o', 'i', 'n', 's', 'l', 'u', 'w']",8,2,True
bowing,"['_', 'o', '_', 'i', 'n', '_']","['e', 't', 'a', 'h', 's', 'r', 'd', 'l', 'u', 'm']",3,0,False
sandpapers,"['s', 'a', 'n', 'd', '_', 'a', '_', 'e', 'r', 's']","['t', 'o', 'i', 'h', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
retiree,"['r', 'e', 't', 'i', 'r', 'e', 'e']","['a', 'o', 'h', 'n', 's']",7,5,True
rectitude,"['r', 'e', 'c', 't', 'i', 't', 'u', 'd', 'e']","['a', 'o', 'h', 'n', 's', 'l', 'm', 'w']",9,2,True
workable,"['w', 'o', 'r', '_', 'a', '_', 'l', 'e']","['t', 'i', 'h', 'n', 's', 'd', 'u', 'm', 'c', 'y']",6,0,False
honors,"['h', 'o', 'n', 'o', 'r', 's']","['e', 't', 'a', 'i']",6,6,True
castors,"['c', 'a', 's', 't', 'o', 'r', 's']","['e', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",7,1,True
ruckus,"['r', 'u', '_', '_', 'u', 's']","['e', 't', 'a', 'o', 'i', 'h', 'n', 'd', 'l', 'm']",4,0,False
bodily,"['_', 'o', 'd', 'i', 'l', '_']","['e', 't', 'a', 'h', 'n', 's', 'r', 'u', 'm', 'w']",4,0,False
busses,"['_', 'u', 's', 's', 'e', 's']","['t', 'a', 'o', 'i', 'h', 'n', 'r', 'd', 'l', 'm']",5,0,False
resolved,"['r', 'e', 's', 'o', 'l', '_', 'e', 'd']","['t', 'a', 'i', 'h', 'n', 'u', 'm', 'w', 'c', 'y']",7,0,False
