target,discovered,wrong letters,number of hits,lives remaining,game won
coroners,"['c', 'o', 'r', 'o', 'n', 'e', 'r', 's']","['t', 'a', 'i', 'h', 'd', 'l', 'u', 'm', 'w']",8,1,True
cigarillo,"['c', 'i', '_', 'a', 'r', 'i', 'l', 'l', 'o']","['e', 't', 'h', 'n', 's', 'd', 'u', 'm', 'w', 'y']",8,0,False
playacting,"['_', 'l', 'a', 'y', 'a', 'c', 't', 'i', 'n', '_']","['e', 'o', 'h', 's', 'r', 'd', 'u', 'm', 'w', 'f']",8,0,False
freer,"['_', 'r', 'e', 'e', 'r']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'd', 'l', 'u']",4,0,False
penologist,"['_', 'e', 'n', 'o', 'l', 'o', '_', 'i', 's', 't']","['a', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",8,0,False
dieted,"['d', 'i', 'e', 't', 'e', 'd']","['a', 'o', 'h', 'n', 's', 'r']",6,4,True
impiously,"['i', 'm', '_', 'i', 'o', 'u', 's', 'l', 'y']","['e', 't', 'a', 'h', 'n', 'r', 'd', 'w', 'c', 'f']",8,0,False
bethought,"['_', 'e', 't', 'h', 'o', 'u', '_', 'h', 't']","['a', 'i', 'n', 's', 'r', 'd', 'l', 'm', 'w', 'c']",7,0,False
dosed,"['d', 'o', 's', 'e', 'd']","['t', 'a', 'i', 'h', 'n', 'r']",5,4,True
simpers,"['s', 'i', 'm', '_', 'e', 'r', 's']","['t', 'a', 'o', 'h', 'n', 'd', 'l', 'u', 'w', 'c']",6,0,False
reluctantly,"['r', 'e', 'l', 'u', 'c', 't', 'a', 'n', 't', 'l', 'y']","['o', 'i', 'h', 's', 'd', 'm', 'w']",11,3,True
hiding,"['h', 'i', 'd', 'i', 'n', '_']","['e', 't', 'a', 'o', 's', 'r', 'l', 'u', 'm', 'w']",5,0,False
latrine,"['l', 'a', 't', 'r', 'i', 'n', 'e']","['o', 'h', 's', 'd']",7,6,True
head,"['h', 'e', 'a', 'd']","['t', 'o', 'i', 'n', 's', 'r']",4,4,True
pushers,"['_', 'u', 's', 'h', 'e', 'r', 's']","['t', 'a', 'o', 'i', 'n', 'd', 'l', 'm', 'w', 'c']",6,0,False
unacceptably,"['u', 'n', 'a', 'c', 'c', 'e', '_', 't', 'a', '_', 'l', 'y']","['o', 'i', 'h', 's', 'r', 'd', 'm', 'w', 'f', 'g']",10,0,False
libretto,"['l', 'i', '_', 'r', 'e', 't', 't', 'o']","['a', 'h', 'n', 's', 'd', 'u', 'm', 'w', 'c', 'y']",7,0,False
tom,"['t', 'o', '_']","['e', 'a', 'i', 'h', 'n', 's', 'r', 'd', 'l', 'u']",2,0,False
riposting,"['r', 'i', '_', 'o', 's', 't', 'i', 'n', '_']","['e', 'a', 'h', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
comportment,"['c', 'o', 'm', '_', 'o', 'r', 't', 'm', 'e', 'n', 't']","['a', 'i', 'h', 's', 'd', 'l', 'u', 'w', 'y', 'f']",10,0,False
flips,"['_', 'l', 'i', '_', 's']","['e', 't', 'a', 'o', 'h', 'n', 'r', 'd', 'u', 'm']",3,0,False
hauling,"['h', 'a', 'u', 'l', 'i', 'n', '_']","['e', 't', 'o', 's', 'r', 'd', 'm', 'w', 'c', 'y']",6,0,False
dying,"['d', '_', 'i', 'n', '_']","['e', 't', 'a', 'o', 'h', 's', 'r', 'l', 'u', 'm']",3,0,False
devilishly,"['d', 'e', '_', 'i', 'l', 'i', 's', 'h', 'l', 'y']","['t', 'a', 'o', 'n', 'r', 'u', 'm', 'w', 'c', 'f']",9,0,False
correspondent,"['c', 'o', 'r', 'r', 'e', 's', '_', 'o', 'n', 'd', 'e', 'n', 't']","['a', 'i', 'h', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",12,0,False
entitlement,"['e', 'n', 't', 'i', 't', 'l', 'e', 'm', 'e', 'n', 't']","['a', 'o', 'h', 's', 'r', 'd', 'u']",11,3,True
lollypop,"['l', 'o', 'l', 'l', '_', '_', 'o', '_']","['e', 't', 'a', 'i', 'h', 'n', 's', 'r', 'd', 'u']",5,0,False
applicability,"['a', '_', '_', 'l', 'i', '_', 'a', '_', 'i', 'l', 'i', 't', '_']","['e', 'o', 'h', 'n', 's', 'r', 'd', 'u', 'm', 'w']",8,0,False
preside,"['_', 'r', 'e', 's', 'i', 'd', 'e']","['t', 'a', 'o', 'h', 'n', 'l', 'u', 'm', 'w', 'c']",6,0,False
dressmaking,"['d', 'r', 'e', 's', 's', 'm', 'a', '_', 'i', 'n', 'g']","['t', 'o', 'h', 'l', 'u', 'w', 'c', 'y', 'f', 'p']",10,0,False
shrubbiest,"['s', 'h', 'r', 'u', '_', '_', 'i', 'e', 's', 't']","['a', 'o', 'n', 'd', 'l', 'm', 'w', 'c', 'y', 'f']",8,0,False
traumatises,"['t', 'r', 'a', 'u', 'm', 'a', 't', 'i', 's', 'e', 's']","['o', 'h', 'n', 'd', 'l']",11,5,True
burrito,"['_', 'u', 'r', 'r', 'i', 't', 'o']","['e', 'a', 'h', 'n', 's', 'd', 'l', 'm', 'w', 'c']",6,0,False
peafowls,"['_', 'e', 'a', '_', 'o', 'w', 'l', 's']","['t', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'c', 'y']",6,0,False
meteors,"['m', 'e', 't', 'e', 'o', 'r', 's']","['a', 'i', 'h', 'n', 'd', 'l', 'u']",7,3,True
rescinds,"['r', 'e', 's', 'c', 'i', 'n', 'd', 's']","['t', 'a', 'o', 'h', 'l', 'u', 'm', 'w']",8,2,True
sneeringly,"['s', 'n', 'e', 'e', 'r', 'i', 'n', '_', 'l', 'y']","['t', 'a', 'o', 'h', 'd', 'u', 'm', 'w', 'c', 'f']",9,0,False
proofread,"['_', 'r', 'o', 'o', '_', 'r', 'e', 'a', 'd']","['t', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w', 'c']",7,0,False
crafts,"['_', 'r', 'a', '_', 't', 's']","['e', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",4,0,False
incriminated,"['i', 'n', 'c', 'r', 'i', 'm', 'i', 'n', 'a', 't', 'e', 'd']","['o', 'h', 's', 'l', 'u', 'w']",12,4,True
slowing,"['s', 'l', 'o', 'w', 'i', 'n', '_']","['e', 't', 'a', 'h', 'r', 'd', 'u', 'm', 'c', 'y']",6,0,False
moistening,"['m', 'o', 'i', 's', 't', 'e', 'n', 'i', 'n', '_']","['a', 'h', 'r', 'd', 'l', 'u', 'w', 'c', 'y', 'f']",9,0,False
initialising,"['i', 'n', 'i', 't', 'i', 'a', 'l', 'i', 's', 'i', 'n', '_']","['e', 'o', 'h', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",11,0,False
jingoist,"['_', 'i', 'n', '_', 'o', 'i', 's', 't']","['e', 'a', 'h', 'r', 'd', 'l', 'u', 'm', 'w', 'c']",6,0,False
weave,"['_', 'e', 'a', '_', 'e']","['t', 'o', 'i', 'h', 'n', 's', 'r', 'd', 'l', 'u']",3,0,False
aqueous,"['a', '_', 'u', 'e', 'o', 'u', 's']","['t', 'i', 'h', 'n', 'r', 'd', 'l', 'm', 'w', 'c']",6,0,False
ritualistic,"['r', 'i', 't', 'u', 'a', 'l', 'i', 's', 't', 'i', 'c']","['e', 'o', 'h', 'n', 'd', 'm', 'w']",11,3,True
eroding,"['e', 'r', 'o', 'd', 'i', 'n', '_']","['t', 'a', 'h', 's', 'l', 'u', 'm', 'w', 'c', 'y']",6,0,False
methadon,"['m', 'e', 't', 'h', 'a', 'd', 'o', 'n']","['i', 's', 'r', 'l', 'u']",8,5,True
megatons,"['m', 'e', '_', 'a', 't', 'o', 'n', 's']","['i', 'h', 'r', 'd', 'l', 'u', 'w', 'c', 'y', 'f']",7,0,False
blowout,"['_', 'l', 'o', 'w', 'o', 'u', 't']","['e', 'a', 'i', 'h', 'n', 's', 'r', 'd', 'm', 'c']",6,0,False
halls,"['h', 'a', 'l', 'l', 's']","['e', 't', 'o', 'i', 'n', 'r', 'd']",5,3,True
stepchild,"['s', 't', 'e', '_', 'c', 'h', 'i', 'l', 'd']","['a', 'o', 'n', 'r', 'u', 'm', 'w', 'y', 'f', 'g']",8,0,False
replete,"['r', 'e', '_', 'l', 'e', 't', 'e']","['a', 'o', 'i', 'h', 'n', 's', 'd', 'u', 'm', 'w']",6,0,False
corroborations,"['c', 'o', 'r', 'r', 'o', '_', 'o', 'r', 'a', 't', 'i', 'o', 'n', 's']","['e', 'h', 'd', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",13,0,False
misfitted,"['m', 'i', 's', '_', 'i', 't', 't', 'e', 'd']","['a', 'o', 'h', 'n', 'r', 'l', 'u', 'w', 'c', 'y']",8,0,False
reassures,"['r', 'e', 'a', 's', 's', 'u', 'r', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'd', 'l']",9,3,True
outwit,"['o', 'u', 't', 'w', 'i', 't']","['e', 'a', 'h', 'n', 's', 'r', 'd', 'l', 'm']",6,1,True
butler,"['_', 'u', 't', 'l', 'e', 'r']","['a', 'o', 'i', 'h', 'n', 's', 'd', 'm', 'w', 'c']",5,0,False
profligate,"['p', 'r', 'o', 'f', 'l', 'i', 'g', 'a', 't', 'e']","['h', 'n', 's', 'd', 'u', 'm', 'w', 'c', 'y']",10,1,True
stubborn,"['s', 't', 'u', '_', '_', 'o', 'r', 'n']","['e', 'a', 'i', 'h', 'd', 'l', 'm', 'w', 'c', 'y']",6,0,False
unreasonableness,"['u', 'n', 'r', 'e', 'a', 's', 'o', 'n', 'a', '_', 'l', 'e', 'n', 'e', 's', 's']","['t', 'i', 'h', 'd', 'm', 'w', 'c', 'y', 'f', 'g']",15,0,False
stanched,"['s', 't', 'a', 'n', 'c', 'h', 'e', 'd']","['o', 'i', 'r', 'l', 'u', 'm', 'w']",8,3,True
annular,"['a', 'n', 'n', 'u', 'l', 'a', 'r']","['e', 't', 'o', 'i', 'h', 's', 'd']",7,3,True
butterscotch,"['_', 'u', 't', 't', 'e', 'r', 's', 'c', 'o', 't', 'c', 'h']","['a', 'i', 'n', 'd', 'l', 'm', 'w', 'y', 'f', 'g']",11,0,False
pollinated,"['_', 'o', 'l', 'l', 'i', 'n', 'a', 't', 'e', 'd']","['h', 's', 'r', 'u', 'm', 'w', 'c', 'y', 'f', 'g']",9,0,False
plovers,"['_', 'l', 'o', '_', 'e', 'r', 's']","['t', 'a', 'i', 'h', 'n', 'd', 'u', 'm', 'w', 'c']",5,0,False
windowpanes,"['w', 'i', 'n', 'd', 'o', 'w', '_', 'a', 'n', 'e', 's']","['t', 'h', 'r', 'l', 'u', 'm', 'c', 'y', 'f', 'g']",10,0,False
timepieces,"['t', 'i', 'm', 'e', '_', 'i', 'e', 'c', 'e', 's']","['a', 'o', 'h', 'n', 'r', 'd', 'l', 'u', 'w', 'y']",9,0,False
workmanlike,"['w', 'o', 'r', '_', 'm', 'a', 'n', 'l', 'i', '_', 'e']","['t', 'h', 's', 'd', 'u', 'c', 'y', 'f', 'g', 'p']",9,0,False
sterilise,"['s', 't', 'e', 'r', 'i', 'l', 'i', 's', 'e']","['a', 'o', 'h', 'n', 'd']",9,5,True
flatfeet,"['_', 'l', 'a', 't', '_', 'e', 'e', 't']","['o', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'm', 'w']",6,0,False
soloed,"['s', 'o', 'l', 'o', 'e', 'd']","['t', 'a', 'i', 'h', 'n', 'r']",6,4,True
renaissance,"['r', 'e', 'n', 'a', 'i', 's', 's', 'a', 'n', 'c', 'e']","['t', 'o', 'h', 'd', 'l', 'u', 'm', 'w']",11,2,True
conjures,"['c', 'o', 'n', '_', 'u', 'r', 'e', 's']","['t', 'a', 'i', 'h', 'd', 'l', 'm', 'w', 'y', 'f']",7,0,False
jocularity,"['_', 'o', 'c', 'u', 'l', 'a', 'r', 'i', 't', 'y']","['e', 'h', 'n', 's', 'd', 'm', 'w', 'f', 'g', 'p']",9,0,False
onlooker,"['o', 'n', 'l', 'o', 'o', '_', 'e', 'r']","['t', 'a', 'i', 'h', 's', 'd', 'u', 'm', 'w', 'c']",7,0,False
requested,"['r', 'e', '_', 'u', 'e', 's', 't', 'e', 'd']","['a', 'o', 'i', 'h', 'n', 'l', 'm', 'w', 'c', 'y']",8,0,False
feisty,"['_', 'e', 'i', 's', 't', '_']","['a', 'o', 'h', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
rocketry,"['r', 'o', '_', '_', 'e', 't', 'r', '_']","['a', 'i', 'h', 'n', 's', 'd', 'l', 'u', 'm', 'w']",5,0,False
restlessly,"['r', 'e', 's', 't', 'l', 'e', 's', 's', 'l', '_']","['a', 'o', 'i', 'h', 'n', 'd', 'u', 'm', 'w', 'c']",9,0,False
sedation,"['s', 'e', 'd', 'a', 't', 'i', 'o', 'n']","['h', 'r']",8,8,True
eyeball,"['e', '_', 'e', '_', 'a', 'l', 'l']","['t', 'o', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'm']",5,0,False
thereby,"['t', 'h', 'e', 'r', 'e', '_', '_']","['a', 'o', 'i', 'n', 's', 'd', 'l', 'u', 'm', 'w']",5,0,False
priviest,"['_', 'r', 'i', '_', 'i', 'e', 's', 't']","['a', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'c']",6,0,False
sow,"['s', 'o', '_']","['e', 't', 'a', 'i', 'h', 'n', 'r', 'd', 'l', 'u']",2,0,False
screams,"['s', 'c', 'r', 'e', 'a', 'm', 's']","['t', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'w']",7,1,True
lifeguard,"['l', 'i', 'f', 'e', 'g', 'u', 'a', 'r', 'd']","['t', 'o', 'h', 'n', 's', 'm', 'w', 'c', 'y']",9,1,True
restates,"['r', 'e', 's', 't', 'a', 't', 'e', 's']","['o', 'i', 'h', 'n']",8,6,True
charbroil,"['c', 'h', 'a', 'r', '_', 'r', 'o', 'i', 'l']","['e', 't', 'n', 's', 'd', 'u', 'm', 'w', 'y', 'f']",8,0,False
aspect,"['a', 's', '_', 'e', '_', 't']","['o', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
minks,"['m', 'i', 'n', '_', 's']","['e', 't', 'a', 'o', 'h', 'r', 'd', 'l', 'u', 'w']",4,0,False
interbred,"['i', 'n', 't', 'e', 'r', '_', 'r', 'e', 'd']","['a', 'o', 'h', 's', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
melodiously,"['m', 'e', 'l', 'o', 'd', 'i', 'o', 'u', 's', 'l', 'y']","['t', 'a', 'h', 'n', 'r', 'w', 'c']",11,3,True
exceptions,"['e', '_', 'c', 'e', '_', 't', 'i', 'o', 'n', 's']","['a', 'h', 'r', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",8,0,False
votes,"['_', 'o', 't', 'e', 's']","['a', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
sprinters,"['s', '_', 'r', 'i', 'n', 't', 'e', 'r', 's']","['a', 'o', 'h', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
bookmark,"['_', 'o', 'o', '_', 'm', 'a', 'r', '_']","['e', 't', 'i', 'h', 'n', 's', 'd', 'l', 'u', 'w']",5,0,False
foresees,"['_', 'o', 'r', 'e', 's', 'e', 'e', 's']","['t', 'a', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",7,0,False
attempting,"['a', 't', 't', 'e', 'm', '_', 't', 'i', 'n', '_']","['o', 'h', 's', 'r', 'd', 'l', 'u', 'w', 'c', 'y']",8,0,False
humanities,"['h', 'u', 'm', 'a', 'n', 'i', 't', 'i', 'e', 's']","['o', 'r', 'd', 'l']",10,6,True
clatter,"['c', 'l', 'a', 't', 't', 'e', 'r']","['o', 'i', 'h', 'n', 's', 'd', 'u', 'm', 'w']",7,1,True
thousandth,"['t', 'h', 'o', 'u', 's', 'a', 'n', 'd', 't', 'h']","['e', 'i', 'r', 'l']",10,6,True
garoted,"['_', 'a', 'r', 'o', 't', 'e', 'd']","['i', 'h', 'n', 's', 'l', 'u', 'm', 'w', 'c', 'y']",6,0,False
chrysalis,"['c', 'h', 'r', 'y', 's', 'a', 'l', 'i', 's']","['e', 't', 'o', 'n', 'd', 'u', 'm', 'w']",9,2,True
arrangers,"['a', 'r', 'r', 'a', 'n', '_', 'e', 'r', 's']","['t', 'o', 'i', 'h', 'd', 'l', 'u', 'm', 'w', 'c']",8,0,False
bottle,"['_', 'o', 't', 't', 'l', 'e']","['a', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'm', 'w']",5,0,False
color,"['_', 'o', 'l', 'o', 'r']","['e', 't', 'a', 'i', 'h', 'n', 's', 'd', 'u', 'm']",4,0,False
subtitle,"['s', 'u', '_', 't', 'i', 't', 'l', 'e']","['a', 'o', 'h', 'n', 'r', 'd', 'm', 'w', 'c', 'y']",7,0,False
moonshine,"['m', 'o', 'o', 'n', 's', 'h', 'i', 'n', 'e']","['t', 'a', 'r', 'd', 'l', 'u']",9,4,True
honeying,"['h', 'o', 'n', 'e', '_', 'i', 'n', '_']","['t', 'a', 's', 'r', 'd', 'l', 'u', 'm', 'w', 'c']",6,0,False
nurtures,"['n', 'u', 'r', 't', 'u', 'r', 'e', 's']","['a', 'o', 'i', 'h', 'd', 'l']",8,4,True
advised,"['a', 'd', '_', 'i', 's', 'e', 'd']","['t', 'o', 'h', 'n', 'r', 'l', 'u', 'm', 'w', 'c']",6,0,False
hedonistic,"['h', 'e', 'd', 'o', 'n', 'i', 's', 't', 'i', 'c']","['a', 'r', 'l', 'u', 'm', 'w']",10,4,True
interloper,"['i', 'n', 't', 'e', 'r', 'l', 'o', '_', 'e', 'r']","['a', 'h', 's', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
voyagers,"['_', 'o', '_', 'a', '_', 'e', 'r', 's']","['t', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'c']",5,0,False
yeshiva,"['_', 'e', 's', 'h', 'i', '_', 'a']","['t', 'o', 'n', 'r', 'd', 'l', 'u', 'm', 'w', 'c']",5,0,False
footstep,"['_', 'o', 'o', 't', 's', 't', 'e', '_']","['a', 'i', 'h', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",6,0,False
sissy,"['s', 'i', 's', 's', '_']","['e', 't', 'a', 'o', 'h', 'n', 'r', 'd', 'l', 'u']",4,0,False
blame,"['_', 'l', 'a', 'm', 'e']","['t', 'o', 'i', 'h', 'n', 's', 'r', 'd', 'u', 'w']",4,0,False
bounties,"['_', 'o', 'u', 'n', 't', 'i', 'e', 's']","['a', 'h', 'r', 'd', 'l', 'm', 'w', 'c', 'y', 'f']",7,0,False
wieners,"['w', 'i', 'e', 'n', 'e', 'r', 's']","['t', 'a', 'o', 'h', 'd', 'l', 'u', 'm']",7,2,True
unpronounceable,"['u', 'n', '_', 'r', 'o', 'n', 'o', 'u', 'n', 'c', 'e', 'a', '_', 'l', 'e']","['t', 'i', 'h', 's', 'd', 'm', 'w', 'y', 'f', 'g']",13,0,False
apprenticeship,"['a', 'p', 'p', 'r', 'e', 'n', 't', 'i', 'c', 'e', 's', 'h', 'i', 'p']","['o', 'd', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",14,1,True
bureaucratically,"['_', 'u', 'r', 'e', 'a', 'u', 'c', 'r', 'a', 't', 'i', 'c', 'a', 'l', 'l', 'y']","['o', 'h', 'n', 's', 'd', 'm', 'w', 'f', 'g', 'p']",15,0,False
subverted,"['s', 'u', '_', '_', 'e', 'r', 't', 'e', 'd']","['a', 'o', 'i', 'h', 'n', 'l', 'm', 'w', 'c', 'y']",7,0,False
brainier,"['_', 'r', 'a', 'i', 'n', 'i', 'e', 'r']","['t', 'o', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'c']",7,0,False
delicacies,"['d', 'e', 'l', 'i', 'c', 'a', 'c', 'i', 'e', 's']","['t', 'o', 'h', 'n', 'r', 'u', 'm', 'w']",10,2,True
planetariums,"['p', 'l', 'a', 'n', 'e', 't', 'a', 'r', 'i', 'u', 'm', 's']","['o', 'h', 'd', 'w', 'c', 'y', 'f', 'g']",12,2,True
befriend,"['_', 'e', '_', 'r', 'i', 'e', 'n', 'd']","['t', 'a', 'o', 'h', 's', 'l', 'u', 'm', 'w', 'c']",6,0,False
archest,"['a', 'r', 'c', 'h', 'e', 's', 't']","['o', 'i', 'n', 'd', 'l', 'u', 'm', 'w']",7,2,True
lathers,"['l', 'a', 't', 'h', 'e', 'r', 's']","['o', 'i', 'n', 'd']",7,6,True
emasculated,"['e', 'm', 'a', 's', 'c', 'u', 'l', 'a', 't', 'e', 'd']","['o', 'i', 'h', 'n', 'r', 'w']",11,4,True
seaworthy,"['s', 'e', 'a', 'w', 'o', 'r', 't', 'h', 'y']","['i', 'n', 'd', 'l', 'u', 'm', 'c']",9,3,True
playacted,"['_', 'l', 'a', 'y', 'a', 'c', 't', 'e', 'd']","['o', 'i', 'h', 'n', 's', 'r', 'u', 'm', 'w', 'f']",8,0,False
sunburnt,"['s', 'u', 'n', '_', 'u', 'r', 'n', 't']","['e', 'a', 'o', 'i', 'h', 'd', 'l', 'm', 'w', 'c']",7,0,False
microeconomics,"['m', 'i', 'c', 'r', 'o', 'e', 'c', 'o', 'n', 'o', 'm', 'i', 'c', 's']","['t', 'a', 'h', 'd', 'l', 'u', 'w']",14,3,True
guilder,"['_', 'u', 'i', 'l', 'd', 'e', 'r']","['t', 'a', 'o', 'h', 'n', 's', 'm', 'w', 'c', 'y']",6,0,False
indignation,"['i', 'n', 'd', 'i', '_', 'n', 'a', 't', 'i', 'o', 'n']","['e', 'h', 's', 'r', 'l', 'u', 'm', 'w', 'c', 'y']",10,0,False
sang,"['s', 'a', 'n', '_']","['e', 't', 'o', 'i', 'h', 'r', 'd', 'l', 'u', 'm']",3,0,False
transmissible,"['t', 'r', 'a', 'n', 's', 'm', 'i', 's', 's', 'i', '_', 'l', 'e']","['o', 'h', 'd', 'u', 'w', 'c', 'y', 'f', 'g', 'p']",12,0,False
need,"['n', 'e', 'e', 'd']","['t', 'a', 'o', 'i', 'h', 's', 'r']",4,3,True
marten,"['m', 'a', 'r', 't', 'e', 'n']","['o', 'i', 'h', 's', 'd', 'l', 'u']",6,3,True
hails,"['h', 'a', 'i', 'l', 's']","['e', 't', 'o', 'n', 'r', 'd']",5,4,True
resulting,"['r', 'e', 's', 'u', 'l', 't', 'i', 'n', 'g']","['a', 'o', 'h', 'd', 'm', 'w', 'c', 'y', 'f']",9,1,True
docudramas,"['d', 'o', 'c', 'u', 'd', 'r', 'a', 'm', 'a', 's']","['e', 't', 'i', 'h', 'n', 'l', 'w']",10,3,True
ripeness,"['r', 'i', '_', 'e', 'n', 'e', 's', 's']","['t', 'a', 'o', 'h', 'd', 'l', 'u', 'm', 'w', 'c']",7,0,False
polishes,"['_', 'o', 'l', 'i', 's', 'h', 'e', 's']","['t', 'a', 'n', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",7,0,False
davit,"['d', 'a', '_', 'i', 't']","['e', 'o', 'h', 'n', 's', 'r', 'l', 'u', 'm', 'w']",4,0,False
decreased,"['d', 'e', 'c', 'r', 'e', 'a', 's', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 'l', 'u', 'm', 'w']",9,1,True
smiths,"['s', 'm', 'i', 't', 'h', 's']","['e', 'a', 'o', 'n', 'r', 'd', 'l', 'u']",6,2,True
disinherits,"['d', 'i', 's', 'i', 'n', 'h', 'e', 'r', 'i', 't', 's']","['a', 'o']",11,8,True
swanky,"['s', '_', 'a', 'n', '_', '_']","['e', 't', 'o', 'i', 'h', 'r', 'd', 'l', 'u', 'm']",3,0,False
scale,"['s', '_', 'a', 'l', 'e']","['t', 'o', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w']",4,0,False
oppression,"['o', '_', '_', 'r', 'e', 's', 's', 'i', 'o', 'n']","['t', 'a', 'h', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
spectral,"['s', '_', 'e', 'c', 't', 'r', 'a', 'l']","['o', 'i', 'h', 'n', 'd', 'u', 'm', 'w', 'y', 'f']",7,0,False
hangnails,"['h', 'a', 'n', '_', 'n', 'a', 'i', 'l', 's']","['e', 't', 'o', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",8,0,False
hornet,"['h', 'o', 'r', 'n', 'e', 't']","['a', 'i', 's']",6,7,True
fated,"['_', 'a', 't', 'e', 'd']","['o', 'i', 'h', 'n', 's', 'r', 'l', 'u', 'm', 'w']",4,0,False
lance,"['l', 'a', 'n', '_', 'e']","['t', 'o', 'i', 'h', 's', 'r', 'd', 'u', 'm', 'w']",4,0,False
dissipate,"['d', 'i', 's', 's', 'i', '_', 'a', 't', 'e']","['o', 'h', 'n', 'r', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
barracks,"['_', 'a', 'r', 'r', 'a', '_', '_', 's']","['e', 't', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'm']",5,0,False
magnificently,"['m', 'a', 'g', 'n', 'i', 'f', 'i', 'c', 'e', 'n', 't', 'l', 'y']","['o', 'h', 's', 'r', 'd', 'u', 'w']",13,3,True
manoeuvrability,"['m', 'a', 'n', 'o', 'e', 'u', 'v', 'r', 'a', 'b', 'i', 'l', 'i', 't', 'y']","['h', 's', 'd', 'w', 'c', 'f', 'g', 'p']",15,2,True
potty,"['_', 'o', 't', 't', '_']","['e', 'a', 'i', 'h', 'n', 's', 'r', 'd', 'l', 'u']",3,0,False
stewed,"['s', 't', 'e', 'w', 'e', 'd']","['a', 'o', 'i', 'h', 'n', 'r', 'l', 'u', 'm']",6,1,True
waterfowls,"['w', 'a', 't', 'e', 'r', 'f', 'o', 'w', 'l', 's']","['i', 'h', 'n', 'd', 'u', 'm', 'c', 'y']",10,2,True
hightails,"['h', 'i', '_', 'h', 't', 'a', 'i', 'l', 's']","['e', 'o', 'n', 'r', 'd', 'u', 'm', 'w', 'c', 'y']",8,0,False
lopped,"['l', 'o', '_', '_', 'e', 'd']","['t', 'a', 'i', 'h', 'n', 's', 'r', 'u', 'm', 'w']",4,0,False
intruded,"['i', 'n', 't', 'r', 'u', 'd', 'e', 'd']","['a', 'o', 'h', 's', 'l']",8,5,True
lovingly,"['l', 'o', '_', 'i', 'n', '_', 'l', '_']","['e', 't', 'a', 'h', 's', 'r', 'd', 'u', 'm', 'w']",5,0,False
purples,"['_', 'u', 'r', '_', 'l', 'e', 's']","['t', 'a', 'o', 'i', 'h', 'n', 'd', 'm', 'w', 'c']",5,0,False
protector,"['_', 'r', 'o', 't', 'e', '_', 't', 'o', 'r']","['a', 'i', 'h', 'n', 's', 'd', 'l', 'u', 'm', 'w']",7,0,False
flavorings,"['f', 'l', 'a', '_', 'o', 'r', 'i', 'n', 'g', 's']","['e', 't', 'h', 'd', 'u', 'm', 'w', 'c', 'y', 'p']",9,0,False
verges,"['_', 'e', 'r', '_', 'e', 's']","['t', 'a', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'm']",4,0,False
unblushing,"['u', 'n', '_', 'l', 'u', 's', 'h', 'i', 'n', '_']","['e', 't', 'a', 'o', 'r', 'd', 'm', 'w', 'c', 'y']",8,0,False
regaled,"['r', 'e', '_', 'a', 'l', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 's', 'u', 'm', 'w', 'c']",6,0,False
thrummed,"['t', 'h', 'r', 'u', 'm', 'm', 'e', 'd']","['a', 'o', 'i', 'n', 's', 'l']",8,4,True
